,0,1,階,賃料/管理費,敷金/礼金,間取り/専有面積,6,お気に入り,8,NewArrival,マンション名,住所,最寄り駅,築年数,建物高さ
4981,"
 
","




","
											7階","

9万円
5000円

","

9万円
-

","

1K
24.34m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ京浜東北線 蒲田駅 10階建 築13年,東京都大田区蒲田本町２,ＪＲ京浜東北線/蒲田駅 歩9分 --- 京急本線/京急蒲田駅 歩7分 --- 京急空港線/京急蒲田駅 歩7分,築13年,10階建
4982,"
 
","




","
											7階","

9万円
5000円

","

9万円
-

","

1K
24.34m2

","


","



追加

追加

","
詳細を見る",New,ＪＲ京浜東北線 蒲田駅 10階建 築13年,東京都大田区蒲田本町２,ＪＲ京浜東北線/蒲田駅 歩9分 --- 京急本線/京急蒲田駅 歩7分 --- 京急空港線/京急蒲田駅 歩7分,築13年,10階建
4983,"
 
","




","
											8階","

9.1万円
5000円

","

9.1万円
9.1万円

","

1K
24.34m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ京浜東北線 蒲田駅 10階建 築13年,東京都大田区蒲田本町２,ＪＲ京浜東北線/蒲田駅 歩9分 --- 京急本線/京急蒲田駅 歩7分 --- 京急空港線/京急蒲田駅 歩7分,築13年,10階建
4984,"
 
","




","
											5階","

9.2万円
5000円

","

9.2万円
9.2万円

","

1K
25.7m2

","

動画

","



追加

追加

","
詳細を見る",New,京急本線 京急蒲田駅 10階建 築8年,東京都大田区南蒲田１,京急本線/京急蒲田駅 歩7分 --- 京急空港線/糀谷駅 歩5分 --- ＪＲ京浜東北線/蒲田駅 歩14分,築8年,10階建
4985,"
 
","




","
											3階","

9.3万円
6000円

","

-
9.3万円

","

1K
27.43m2

","


","



追加

追加

","
詳細を見る",Exsiting,ブルーグレイス馬込,東京都大田区北馬込１,東急大井町線/旗の台駅 歩7分 --- 東急池上線/長原駅 歩5分 --- 東急大井町線/荏原町駅 歩11分,築11年,5階建
4986,"
 
","




","
											3階","

9.5万円
6000円

","

-
9.5万円

","

1K
25.85m2

","


","



追加

追加

","
詳細を見る",Exsiting,ブルーグレイス馬込,東京都大田区北馬込１,東急大井町線/旗の台駅 歩7分 --- 東急池上線/長原駅 歩5分 --- 東急大井町線/荏原町駅 歩11分,築11年,5階建
4987,"
 
","




","
											5階","

9.7万円
6000円

","

-
9.7万円

","

1K
25.01m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,ブルーグレイス馬込,東京都大田区北馬込１,東急大井町線/旗の台駅 歩7分 --- 東急池上線/長原駅 歩5分 --- 東急大井町線/荏原町駅 歩11分,築11年,5階建
4988,"
 
","




","
											3階","

10.6万円
6000円

","

-
10.6万円

","

1DK
29.4m2

","


","



追加

追加

","
詳細を見る",Exsiting,ブルーグレイス馬込,東京都大田区北馬込１,東急大井町線/旗の台駅 歩7分 --- 東急池上線/長原駅 歩5分 --- 東急大井町線/荏原町駅 歩11分,築11年,5階建
4989,"
 
","




","
											4階","

10.7万円
6000円

","

-
10.7万円

","

1DK
29.45m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ブルーグレイス馬込,東京都大田区北馬込１,東急大井町線/旗の台駅 歩7分 --- 東急池上線/長原駅 歩5分 --- 東急大井町線/荏原町駅 歩11分,築11年,5階建
4990,"
 
","




","
											5階","

10.8万円
6000円

","

-
10.8万円

","

1DK
29.45m2

","


","



追加

追加

","
詳細を見る",Exsiting,ブルーグレイス馬込,東京都大田区北馬込１,東急大井町線/旗の台駅 歩7分 --- 東急池上線/長原駅 歩5分 --- 東急大井町線/荏原町駅 歩11分,築11年,5階建
4991,"
 
","




","
											2階","

7.6万円
12000円

","

7.6万円
-

","

1K
20.64m2

","


","



追加

追加

","
詳細を見る",Exsiting,京急本線 平和島駅 4階建 築3年,東京都大田区大森北６,京急本線/平和島駅 歩7分 --- 京急本線/大森町駅 歩13分 --- ＪＲ京浜東北線/大森駅 歩15分,築3年,4階建
4992,"
 
","




","
											2階","

7.8万円
8000円

","

7.8万円
-

","

1K
22.09m2

","


","



追加

追加

","
詳細を見る",Exsiting,京急本線 平和島駅 6階建 築10年,東京都大田区大森北３,京急本線/平和島駅 歩6分 --- ＪＲ京浜東北線/大森駅 歩15分 --- 京急本線/大森海岸駅 歩8分,築10年,6階建
4993,"
 
","




","
											3階","

8万円
8000円

","

8万円
-

","

1K
22.09m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",New,京急本線 平和島駅 6階建 築10年,東京都大田区大森北３,京急本線/平和島駅 歩6分 --- ＪＲ京浜東北線/大森駅 歩15分 --- 京急本線/大森海岸駅 歩8分,築10年,6階建
4994,"
 
","




","
											4階","

8.3万円
8000円

","

8.3万円
-

","

1K
22.09m2

","


","



追加

追加

","
詳細を見る",Exsiting,京急本線 平和島駅 6階建 築10年,東京都大田区大森北３,京急本線/平和島駅 歩6分 --- ＪＲ京浜東北線/大森駅 歩15分 --- 京急本線/大森海岸駅 歩8分,築10年,6階建
4995,"
 
","




","
											4階","

8.2万円
-

","

8.2万円
8.2万円

","

1K
21.75m2

","


","



追加

追加

","
詳細を見る",New,ル・リオン下丸子,東京都大田区下丸子２,東急多摩川線/武蔵新田駅 歩8分 --- 東急多摩川線/下丸子駅 歩10分 --- 東急多摩川線/矢口渡駅 歩15分,築8年,5階建
4996,"
 
","




","
											4階","

7.3万円
9000円

","

-
7.3万円

","

1K
21.1m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,ル・リオン下丸子,東京都大田区下丸子２,東急多摩川線/武蔵新田駅 歩8分 --- 東急多摩川線/下丸子駅 歩10分 --- 東急多摩川線/矢口渡駅 歩15分,築8年,5階建
4997,"
 
","




","
											4階","

7.2万円
10000円

","

-
7.2万円

","

1K
20.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,ル・リオン下丸子,東京都大田区下丸子２,東急多摩川線/武蔵新田駅 歩8分 --- 東急多摩川線/下丸子駅 歩10分 --- 東急多摩川線/矢口渡駅 歩15分,築8年,5階建
4998,"
 
","




","
											4階","

8.22万円
-

","

-
8.22万円

","

1K
21.75m2

","

動画

","



追加

追加

","
詳細を見る",New,ル・リオン下丸子,東京都大田区下丸子２,東急多摩川線/武蔵新田駅 歩8分 --- 東急多摩川線/下丸子駅 歩10分 --- 東急多摩川線/矢口渡駅 歩15分,築8年,5階建
4999,"
 
","




","
											7階","

8.1万円
6000円

","

8.1万円
8.1万円

","

1K
20.03m2

","


","



追加

追加

","
詳細を見る",Exsiting,アイディ大森１７,東京都大田区大森北２,京急本線/大森海岸駅 歩6分 --- ＪＲ京浜東北線/大森駅 歩12分 --- 京急本線/平和島駅 歩9分,築6年,9階建
5000,"
 
","




","
											2階","

8.1万円
-

","

8.1万円
8.1万円

","

1K
24.17m2

","


","



追加

追加

","
詳細を見る",New,京急本線 大森町駅 3階建 築11年,東京都大田区大森東２,京急本線/大森町駅 歩8分 --- 京急本線/平和島駅 歩10分 --- 京急本線/梅屋敷駅 歩13分,築11年,3階建
5001,"
 
","




","
											2階","

7.5万円
10000円

","

-
-

","

1K
21.09m2

","

パノラマ

","



追加

追加

","
詳細を見る",New,スカイコート大森壱番館,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩7分 --- 京急本線/平和島駅 歩14分,築9年,11階建
5002,"
 
","




","
											4階","

7.7万円
8500円

","

7.7万円
7.7万円

","

1K
21.48m2

","


","



追加

追加

","
詳細を見る",Exsiting,スカイコート大森壱番館,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩7分 --- 京急本線/平和島駅 歩14分,築9年,11階建
5003,"
 
","




","
											3階","

7.7万円
9000円

","

-
-

","

1K
21.09m2

","


","



追加

追加

","
詳細を見る",Exsiting,スカイコート大森壱番館,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩7分 --- 京急本線/平和島駅 歩14分,築9年,11階建
5004,"
 
","




","
											8階","

8.4万円
4000円

","

-
8.4万円

","

1K
21.09m2

","


","



追加

追加

","
詳細を見る",Exsiting,スカイコート大森壱番館,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩7分 --- 京急本線/平和島駅 歩14分,築9年,11階建
5005,"
 
","




","
											2階","

7.8万円
10000円

","

-
-

","

1K
21.09m2

","


","



追加

追加

","
詳細を見る",Exsiting,スカイコート大森壱番館,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩7分 --- 京急本線/平和島駅 歩14分,築9年,11階建
5006,"
 
","




","
											10階","

8.13万円
7700円

","

8.13万円
8.13万円

","

1K
21.09m2

","


","



追加

追加

","
詳細を見る",Exsiting,スカイコート大森壱番館,東京都大田区大森北２,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩7分 --- 京急本線/平和島駅 歩14分,築9年,11階建
5007,"
 
","




","
											2階","

7.6万円
15000円

","

-
7.6万円

","

1K
26.22m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,パティーナ下丸子,東京都大田区下丸子２,東急多摩川線/武蔵新田駅 歩8分 --- 東急多摩川線/下丸子駅 歩10分 --- 東急池上線/千鳥町駅 歩15分,築8年,5階建
5008,"
 
","




","
											2階","

9万円
12500円

","

-
-

","

1K
26.47m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",New,パティーナ下丸子,東京都大田区下丸子２,東急多摩川線/武蔵新田駅 歩8分 --- 東急多摩川線/下丸子駅 歩10分 --- 東急池上線/千鳥町駅 歩15分,築8年,5階建
5009,"
 
","




","
											2階","

7.8万円
-

","

-
7.8万円

","

1K
20.25m2

","

動画

","



追加

追加

","
詳細を見る",New,ルーブル池上伍番館,東京都大田区池上７,東急池上線/池上駅 歩9分 --- 東急多摩川線/矢口渡駅 歩8分 --- 東急多摩川線/武蔵新田駅 歩11分,築12年,6階建
5010,"
 
","




","
											3階","

7万円
9600円

","

-
7万円

","

1K
20.25m2

","


","



追加

追加

","
詳細を見る",Exsiting,ルーブル池上伍番館,東京都大田区池上７,東急池上線/池上駅 歩9分 --- 東急多摩川線/矢口渡駅 歩8分 --- 東急多摩川線/武蔵新田駅 歩11分,築12年,6階建
5011,"
 
","




","
											6階","

8.2万円
7000円

","

8.2万円
-

","

1K
22.22m2

","


","



追加

追加

","
詳細を見る",New,プラウドフラット蒲田,東京都大田区蒲田４,京急本線/京急蒲田駅 歩4分 --- ＪＲ京浜東北線/蒲田駅 歩6分 --- 京急本線/梅屋敷駅 歩14分,築15年,15階建
5012,"
 
","




","
											8階","

8.3万円
7000円

","

8.3万円
-

","

1K
20.61m2

","


","



追加

追加

","
詳細を見る",Exsiting,プラウドフラット蒲田,東京都大田区蒲田４,京急本線/京急蒲田駅 歩4分 --- ＪＲ京浜東北線/蒲田駅 歩6分 --- 京急本線/梅屋敷駅 歩14分,築15年,15階建
5013,"
 
","




","
											12階","

8.3万円
7000円

","

8.3万円
-

","

1K
20.22m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,プラウドフラット蒲田,東京都大田区蒲田４,京急本線/京急蒲田駅 歩4分 --- ＪＲ京浜東北線/蒲田駅 歩6分 --- 京急本線/梅屋敷駅 歩14分,築15年,15階建
5014,"
 
","




","
											9階","

8.7万円
7000円

","

8.7万円
8.7万円

","

1K
22.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,プラウドフラット蒲田,東京都大田区蒲田４,京急本線/京急蒲田駅 歩4分 --- ＪＲ京浜東北線/蒲田駅 歩6分 --- 京急本線/梅屋敷駅 歩14分,築15年,15階建
5015,"
 
","




","
											10階","

8.8万円
7000円

","

8.8万円
-

","

1K
23.2m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,プラウドフラット蒲田,東京都大田区蒲田４,京急本線/京急蒲田駅 歩4分 --- ＪＲ京浜東北線/蒲田駅 歩6分 --- 京急本線/梅屋敷駅 歩14分,築15年,15階建
5016,"
 
","




","
											10階","

9.4万円
7000円

","

9.4万円
9.4万円

","

1K
22.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,プラウドフラット蒲田,東京都大田区蒲田４,京急本線/京急蒲田駅 歩4分 --- ＪＲ京浜東北線/蒲田駅 歩6分 --- 京急本線/梅屋敷駅 歩14分,築15年,15階建
5017,"
 
","




","
											3階","

8.5万円
8000円

","

8.5万円
8.5万円

","

1K
25.46m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＸＥＢＥＣ下丸子（ジーベックシモマルコ）,東京都大田区下丸子３,東急多摩川線/下丸子駅 歩5分 --- 東急多摩川線/鵜の木駅 歩11分 --- 東急多摩川線/武蔵新田駅 歩13分,築7年,5階建
5018,"
 
","




","
											5階","

8.6万円
8000円

","

8.6万円
8.6万円

","

1K
25.46m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",New,ＸＥＢＥＣ下丸子（ジーベックシモマルコ）,東京都大田区下丸子３,東急多摩川線/下丸子駅 歩5分 --- 東急多摩川線/鵜の木駅 歩11分 --- 東急多摩川線/武蔵新田駅 歩13分,築7年,5階建
5019,"
 
","




","
											2階","

7.7万円
3000円

","

3.85万円
7.7万円

","

1K
25.2m2

","


","



追加

追加

","
詳細を見る",New,京急空港線 穴守稲荷駅 3階建 築14年,東京都大田区羽田３,京急空港線/穴守稲荷駅 歩6分 --- 京急空港線/大鳥居駅 歩10分 --- 京急空港線/天空橋駅 歩15分,築14年,3階建
5020,"
 
","




","
											4階","

7.5万円
15000円

","

-
7.5万円

","

1K
24.17m2

","


","



追加

追加

","
詳細を見る",Exsiting,都営浅草線 馬込駅 7階建 築10年,東京都大田区東馬込１,都営浅草線/馬込駅 歩5分 --- 東急大井町線/中延駅 歩9分 --- ＪＲ横須賀線/西大井駅 歩11分,築10年,7階建
5021,"
 
","




","
											2階","

8.3万円
10000円

","

-
8.3万円

","

1K
22.2m2

","


","



追加

追加

","
詳細を見る",New,都営浅草線 馬込駅 7階建 築10年,東京都大田区東馬込１,都営浅草線/馬込駅 歩5分 --- 東急大井町線/中延駅 歩9分 --- ＪＲ横須賀線/西大井駅 歩11分,築10年,7階建
5022,"
 
","




","
											7階","

7.9万円
9000円

","

7.9万円
7.9万円

","

1K
21.55m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ガーラ・グランディ大森,東京都大田区大森北４,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩10分 --- 京急本線/平和島駅 歩14分,築15年,15階建
5023,"
 
","




","
											7階","

8万円
9000円

","

8万円
8万円

","

1K
21.55m2

","


","



追加

追加

","
詳細を見る",Exsiting,ガーラ・グランディ大森,東京都大田区大森北４,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩10分 --- 京急本線/平和島駅 歩14分,築15年,15階建
5024,"
 
","




","
											7階","

8.15万円
9000円

","

8.15万円
8.15万円

","

1K
21.55m2

","


","



追加

追加

","
詳細を見る",Exsiting,ガーラ・グランディ大森,東京都大田区大森北４,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩10分 --- 京急本線/平和島駅 歩14分,築15年,15階建
5025,"
 
","




","
											5階","

8.25万円
9000円

","

8.25万円
8.25万円

","

1K
21.09m2

","


","



追加

追加

","
詳細を見る",New,ガーラ・グランディ大森,東京都大田区大森北４,ＪＲ京浜東北線/大森駅 歩6分 --- 京急本線/大森海岸駅 歩10分 --- 京急本線/平和島駅 歩14分,築15年,15階建
5026,"
 
","




","
											2階","

9.3万円
3000円

","

9.3万円
-

","

ワンルーム
25.86m2

","


","



追加

追加

","
詳細を見る",Exsiting,ルフレグランデ多摩川,東京都大田区鵜の木３,東急多摩川線/鵜の木駅 歩6分 --- 東急池上線/久が原駅 歩9分 --- 東急多摩川線/沼部駅 歩9分,新築,5階建
